portfolio_turnover,code,swp_flag,lump_min,stp_flag,face_value,sip_available,sip_maximum_gap,returns_date,returns_inception,returns_year_5,returns_year_1,returns_year_3,sip_multiplier,ISIN,investment_objective,volatility,name,fund_house,last_nav_date,last_nav_nav,fund_manager,fund_category,lump_multiplier,redemption_allowed,direct,fund_type,redemption_amount_minimum,category,sip_min,detail_info,redemption_quantity_multiple,nav_date,nav_nav,switch_allowed,lump_min_additional,fund_name,sip_max,expense_ratio,crisil_rating,purchase_amount_multiplier,instant,redemption_quantity_minimum,lump_available,lump_max,redemption_amount_multiple,plan,short_name,short_code,reinvestment,slug,channel_partner_code,tax_period,maturity_type,aum,jan_31_nav,merged_code,merged_name,merged_date
,RLLQAW-DR,Y,500.0,Y,1000.0,Y,60.0,2020-03-12,5.9224,5.4433,5.5516,5.3574,1.0,INF204K01ZO6,To generate optimal returns consistent with moderate levels of risk and high liquidity. Accordingly; investments shall predominantly be made in Debt and Money Market Instruments.,0.992077,Nippon India Money Market Weekly Dividend Reinvest Direct Plan,NipponIndiaMutualFund_MF,2020-03-11,1004.08,Anju Chhajer,Money Market Fund,1.0,Y,Y,Debt,100.0,Debt - Bonds,100.0,https://www.reliancemutual.com/investor-services/downloads/scheme-information-document/,0.001,2020-03-12,1003.56,Y,500.0,Nippon India Mutual Fund,999999999.0,0.14,Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND WEEKLY,Nippon India Money Market Weekly Dividend Reinvest,nippon,Y,nippon-india-money-market-weekly-dividend-reinvest--RLLQAW-DR,RMFLQAW,1095,Open Ended,58270,1000.92,,,
,LQAG-GR,Y,500.0,Y,1000.0,Y,60.0,2020-03-12,8.1576,7.7033,7.7397,7.5921,1.0,INF204K01ZP3,To generate optimal returns consistent with moderate levels of risk and high liquidity. Accordingly; investments shall predominantly be made in Debt and Money Market Instruments.,0.249105,Nippon India Money Market Growth Direct Plan,NipponIndiaMutualFund_MF,2020-03-11,3044.11,Anju Chhajer,Money Market Fund,1.0,Y,Y,Debt,100.0,Debt - Bonds,100.0,https://www.reliancemutual.com/investor-services/downloads/scheme-information-document/,0.001,2020-03-12,3042.55,Y,500.0,Nippon India Mutual Fund,999999999.0,0.14,Low,,N,0.001,Y,10000000000000.0,1.0,GROWTH,Nippon India Money Market,nippon,Z,nippon-india-money-market-growth--LQAG-GR,RMFLQAG,1095,Open Ended,58270,2586.84,,,
,LQAM-DP,Y,500.0,Y,1000.0,Y,60.0,2020-03-12,5.9268,5.5558,6.1789,5.6631,1.0,INF204K01ZQ1,To generate optimal returns consistent with moderate levels of risk and high liquidity. Accordingly; investments shall predominantly be made in Debt and Money Market Instruments.,2.07742,Nippon India Money Market Monthly Dividend Payout Direct Plan,NipponIndiaMutualFund_MF,2020-03-11,1008.93,Anju Chhajer,Money Market Fund,1.0,Y,Y,Debt,100.0,Debt - Bonds,100.0,https://www.reliancemutual.com/investor-services/downloads/scheme-information-document/,0.001,2020-03-12,1008.41,Y,500.0,Nippon India Mutual Fund,999999999.0,0.14,Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,Nippon India Money Market Monthly Dividend Payout,nippon,N,nippon-india-money-market-monthly-dividend-payout--LQAM-DP,RMFLQAM,1095,Open Ended,58270,1002.95,,,
,LQAM-DR,Y,500.0,Y,1000.0,Y,60.0,2020-03-12,5.9268,5.5558,6.1789,5.6631,1.0,INF204K01ZR9,To generate optimal returns consistent with moderate levels of risk and high liquidity. Accordingly; investments shall predominantly be made in Debt and Money Market Instruments.,2.07742,Nippon India Money Market Monthly Dividend Reinvest Direct Plan,NipponIndiaMutualFund_MF,2020-03-11,1008.93,Anju Chhajer,Money Market Fund,1.0,Y,Y,Debt,100.0,Debt - Bonds,100.0,https://www.reliancemutual.com/investor-services/downloads/scheme-information-document/,0.001,2020-03-12,1008.41,Y,500.0,Nippon India Mutual Fund,999999999.0,0.14,Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,Nippon India Money Market Monthly Dividend Reinvest,nippon,Y,nippon-india-money-market-monthly-dividend-reinvest--LQAM-DR,RMFLQAM,1095,Open Ended,58270,1002.95,,,
,LQAQ-DP,Y,500.0,Y,1000.0,Y,60.0,2020-03-12,5.1727,5.1829,5.4199,4.9238,1.0,INF204K01ZS7,To generate optimal returns consistent with moderate levels of risk and high liquidity. Accordingly; investments shall predominantly be made in Debt and Money Market Instruments.,3.46847,Nippon India Money Market Quarterly Dividend Payout Direct Plan,NipponIndiaMutualFund_MF,2020-03-11,1020.33,Anju Chhajer,Money Market Fund,1.0,Y,Y,Debt,100.0,Debt - Bonds,100.0,https://www.reliancemutual.com/investor-services/downloads/scheme-information-document/,0.001,2020-03-12,1019.81,Y,500.0,Nippon India Mutual Fund,999999999.0,0.14,Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND QUARTERLY,Nippon India Money Market Quarterly Dividend Payout,nippon,N,nippon-india-money-market-quarterly-dividend-payout--LQAQ-DP,RMFLQAQ,1095,Open Ended,58270,1010.66,,,
,LQAQ-DR,Y,500.0,Y,1000.0,Y,60.0,2020-03-12,5.1727,5.1829,5.4199,4.9238,1.0,INF204K01ZT5,To generate optimal returns consistent with moderate levels of risk and high liquidity. Accordingly; investments shall predominantly be made in Debt and Money Market Instruments.,3.46847,Nippon India Money Market Quarterly Dividend Reinvest Direct Plan,NipponIndiaMutualFund_MF,2020-03-11,1020.33,Anju Chhajer,Money Market Fund,1.0,Y,Y,Debt,100.0,Debt - Bonds,100.0,https://www.reliancemutual.com/investor-services/downloads/scheme-information-document/,0.001,2020-03-12,1019.81,Y,500.0,Nippon India Mutual Fund,999999999.0,0.14,Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND QUARTERLY,Nippon India Money Market Quarterly Dividend Reinvest,nippon,Y,nippon-india-money-market-quarterly-dividend-reinvest--LQAQ-DR,RMFLQAQ,1095,Open Ended,58270,1010.66,,,
,LDPG-GR,Y,500.0,Y,1000.0,Y,60.0,2020-03-12,8.4126,7.91,7.0621,7.4259,1.0,INF204K01ZU3,To generate optimal returns consistent with moderate levels of risk and liquidity by investing in debt securities and money market securities.,0.520082,Nippon India Low Duration Growth Direct Plan,NipponIndiaMutualFund_MF,2020-03-11,2813.17,Anju Chhajer; Vivek Sharma,Low Duration Fund,1.0,Y,Y,Debt,100.0,Debt - Bonds,100.0,https://www.reliancemutual.com/investor-services/downloads/scheme-information-document/,0.001,2020-03-12,2808.74,Y,100.0,Nippon India Mutual Fund,999999999.0,0.34,Moderately Low,,N,0.001,Y,10000000000000.0,1.0,GROWTH,Nippon India Low Duration,nippon,Z,nippon-india-low-duration-growth--LDPG-GR,RMFLPAG,1095,Open Ended,44890,2403.93,,,
,RLPADR-DR,Y,10000.0,Y,1000.0,Y,60.0,2020-03-12,6.1952,5.6258,5.0328,5.2183,1.0,INF204K01ZV1,To generate optimal returns consistent with moderate levels of risk and liquidity by investing in debt securities and money market securities.,0.307681,Nippon India Low Duration Daily Dividend Reinvest Direct Plan,NipponIndiaMutualFund_MF,2020-03-11,1008.06,Anju Chhajer; Vivek Sharma,Low Duration Fund,1.0,Y,Y,Debt,100.0,Debt - Bonds,100.0,https://www.reliancemutual.com/investor-services/downloads/scheme-information-document/,0.001,2020-03-12,1006.47,Y,10000.0,Nippon India Mutual Fund,999999999.0,0.34,Moderately Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND DAILY,Nippon India Low Duration Daily Dividend Reinvest,nippon,Y,nippon-india-low-duration-daily-dividend-reinvest--RLPADR-DR,RMFLPAD,1095,Open Ended,44890,1007.5,,,
,RLLPAWR-DR,Y,5000.0,Y,1000.0,Y,60.0,2020-03-12,6.1622,5.6125,5.2133,5.1996,1.0,INF204K01ZW9,To generate optimal returns consistent with moderate levels of risk and liquidity by investing in debt securities and money market securities.,1.21667,Nippon India Low Duration Weekly Dividend Reinvest Direct Plan,NipponIndiaMutualFund_MF,2020-03-11,1007.92,Anju Chhajer; Vivek Sharma,Low Duration Fund,1.0,Y,Y,Debt,100.0,Debt - Bonds,100.0,https://www.reliancemutual.com/investor-services/downloads/scheme-information-document/,0.001,2020-03-12,1006.35,Y,1000.0,Nippon India Mutual Fund,999999999.0,0.34,Moderately Low,,N,0.001,Y,10000000000000.0,1.0,DIVIDEND WEEKLY,Nippon India Low Duration Weekly Dividend Reinvest,nippon,Y,nippon-india-low-duration-weekly-dividend-reinvest--RLLPAWR-DR,RMFLPAW,1095,Open Ended,44890,1007.75,,,
13.18,BS301RZ-DR,Y,1000.0,N,10.0,N,60.0,2020-03-12,6.9157,6.9601,10.1269,6.5643,1.0,INF209KA1WM0,The objective of the scheme is to generate consistent income through superior yields on its investments at relatively moderate levels of risk through diversified research based investment approach.,6.20738,Aditya Birla Sun Life Income Dividend Reinvest Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,12.3083,Pranay Sinha,Medium to Long Duration Fund,1.0,N,Y,Debt,0.001,Debt - Bonds,1000.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,12.1798,N,1000.0,Aditya Birla Sun Life Mutual Fund,999999999.0,0.44,Moderate,,N,0.001,N,10000000000000.0,1.0,AS N WHEN,ABSL Income Dividend Reinvest,absl,Y,aditya-birla-sun-life-income-dividend-reinvest--BS301RZ-DR,B301RZ,1095,Open Ended,12550,11.4899,,,
0.08,BS250Y-GR,Y,1000.0,Y,10.0,Y,60.0,2020-03-12,3.0357,2.5708,-13.7327,-1.252,1.0,INF209KA1YK0,To generate long-term capital appreciation to unit holders from a portfolio that is invested predominantly in equity and equity related securities of companies engaged in Manufacturing activity.,14.5938,Aditya Birla Sun Life Manufacturing Equity Growth Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,12.42,Anil Shah,Sectoral/Thematic,1.0,Y,Y,Equity,0.001,Equity,1000.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,11.65,Y,1000.0,Aditya Birla Sun Life Mutual Fund,999999999.0,1.74,High,,N,0.001,Y,10000000000000.0,1.0,GROWTH,ABSL Manufacturing Equity,absl,Z,aditya-birla-sun-life-manufacturing-equity-growth--BS250Y-GR,B250Y,365,Open Ended,4890,15.33,,,
0.08,BS250X-DP,Y,1000.0,Y,10.0,Y,60.0,2020-03-12,2.9191,2.4524,-14.3713,-1.5226,1.0,INF209KA1YL8,To generate long-term capital appreciation to unit holders from a portfolio that is invested predominantly in equity and equity related securities of companies engaged in Manufacturing activity.,16.0802,Aditya Birla Sun Life Manufacturing Equity Dividend Payout Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,9.57,Anil Shah,Sectoral/Thematic,1.0,Y,Y,Equity,0.001,Equity,1000.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,8.98,Y,1000.0,Aditya Birla Sun Life Mutual Fund,999999999.0,1.74,High,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,ABSL Manufacturing Equity Dividend Payout,absl,N,aditya-birla-sun-life-manufacturing-equity-dividend-payout--BS250X-DP,B250X,365,Open Ended,4890,14.14,,,
0.08,BS250X-DR,Y,1000.0,Y,10.0,Y,60.0,2020-03-12,2.9191,2.4524,-14.3713,-1.5226,1.0,INF209KA1YL8,To generate long-term capital appreciation to unit holders from a portfolio that is invested predominantly in equity and equity related securities of companies engaged in Manufacturing activity.,16.0802,Aditya Birla Sun Life Manufacturing Equity Dividend Reinvest Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,9.57,Anil Shah,Sectoral/Thematic,1.0,Y,Y,Equity,0.001,Equity,1000.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,8.98,Y,1000.0,Aditya Birla Sun Life Mutual Fund,999999999.0,1.74,High,,N,0.001,Y,10000000000000.0,1.0,AS N WHEN,ABSL Manufacturing Equity Dividend Reinvest,absl,Y,aditya-birla-sun-life-manufacturing-equity-dividend-reinvest--BS250X-DR,B250X,365,Open Ended,4890,14.14,,,
0.08,BS250Z-DR,Y,1000.0,N,10.0,N,60.0,2020-03-12,2.9191,2.4524,-14.3713,-1.5226,1.0,INF209KA1YM6,To generate long-term capital appreciation to unit holders from a portfolio that is invested predominantly in equity and equity related securities of companies engaged in Manufacturing activity.,16.0802,Aditya Birla Sun Life Manufacturing Equity Dividend Reinvest Direct Plan,BirlaSunLifeMutualFund_MF,2020-03-11,9.57,Anil Shah,Sectoral/Thematic,1.0,N,Y,Equity,0.001,Equity,1000.0,https://mutualfund.birlasunlife.com/Pages/Individual/Forms-Downloads/Forms.aspx,0.001,2020-03-12,8.98,N,1000.0,Aditya Birla Sun Life Mutual Fund,999999999.0,1.74,High,,N,0.001,N,10000000000000.0,1.0,AS N WHEN,ABSL Manufacturing Equity Dividend Reinvest,absl,Y,aditya-birla-sun-life-manufacturing-equity-dividend-reinvest--BS250Z-DR,B250Z,365,Open Ended,4890,14.14,,,
2.49,PRARD4-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.7209,6.5147,5.8843,6.0074,1.0,INF223J010N3,To generate income by investing in arbitrage opportunities that potentially exist between the cash and derivatives market as well as within the derivatives segment of the market. Investments may also be made in debt & money market instruments.,2.94686,PGIM India Arbitrage Quarterly Dividend Payout Direct Plan,PGIMINDIAMUTUALFUND_MF,2020-03-11,11.0534,Kumaresh Ramakrishnan; Utkarsh Katkoria; Hitash Dang,Arbitrage Fund,1.0,Y,Y,Hybrid,100.0,Equity,500.0,https://www.pgimindiamf.com/forms-and-updates/sid-and-sai,0.1,2020-03-12,11.0689,Y,1000.0,PGIM India Mutual Fund,999999999.0,0.32,Moderately Low,,N,0.1,Y,10000000000000.0,1.0,DIVIDEND QUARTERLY,PGIM India Arbitrage Quarterly Dividend Payout,pgim,N,pgim-india-arbitrage-quarterly-dividend-payout--PRARD4-DP,129ARD4,365,Open Ended,1310,10.9221,,,
2.49,PRARD3-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.6239,6.3894,5.8803,5.9927,1.0,INF223J011N1,To generate income by investing in arbitrage opportunities that potentially exist between the cash and derivatives market as well as within the derivatives segment of the market. Investments may also be made in debt & money market instruments.,1.99876,PGIM India Arbitrage Monthly Dividend Payout Direct Plan,PGIMINDIAMUTUALFUND_MF,2020-03-11,10.6947,Kumaresh Ramakrishnan; Utkarsh Katkoria; Hitash Dang,Arbitrage Fund,1.0,Y,Y,Hybrid,100.0,Equity,500.0,https://www.pgimindiamf.com/forms-and-updates/sid-and-sai,0.1,2020-03-12,10.7098,Y,1000.0,PGIM India Mutual Fund,999999999.0,0.32,Moderately Low,,N,0.1,Y,10000000000000.0,1.0,DIVIDEND MONTHLY,PGIM India Arbitrage Monthly Dividend Payout,pgim,N,pgim-india-arbitrage-monthly-dividend-payout--PRARD3-DP,129ARD3,365,Open Ended,1310,10.6859,,,
2.49,PRARD5-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.8138,6.5972,6.6549,6.1322,1.0,INF223J012N9,To generate income by investing in arbitrage opportunities that potentially exist between the cash and derivatives market as well as within the derivatives segment of the market. Investments may also be made in debt & money market instruments.,1.0662,PGIM India Arbitrage Annual Dividend Payout Direct Plan,PGIMINDIAMUTUALFUND_MF,2020-03-11,11.949,Kumaresh Ramakrishnan; Utkarsh Katkoria; Hitash Dang,Arbitrage Fund,1.0,Y,Y,Hybrid,100.0,Equity,500.0,https://www.pgimindiamf.com/forms-and-updates/sid-and-sai,0.1,2020-03-12,11.9658,Y,1000.0,PGIM India Mutual Fund,999999999.0,0.32,Moderately Low,,N,0.1,Y,10000000000000.0,1.0,DIVIDEND ANNUAL,PGIM India Arbitrage Annual Dividend Payout,pgim,N,pgim-india-arbitrage-annual-dividend-payout--PRARD5-DP,129ARD5,365,Open Ended,1310,11.6635,,,
2.49,PRARD1-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,7.012,6.8161,6.6619,6.4952,1.0,INF223J013N7,To generate income by investing in arbitrage opportunities that potentially exist between the cash and derivatives market as well as within the derivatives segment of the market. Investments may also be made in debt & money market instruments.,1.06822,PGIM India Arbitrage Growth Direct Plan,PGIMINDIAMUTUALFUND_MF,2020-03-11,14.5411,Kumaresh Ramakrishnan; Utkarsh Katkoria; Hitash Dang,Arbitrage Fund,1.0,Y,Y,Hybrid,100.0,Equity,500.0,https://www.pgimindiamf.com/forms-and-updates/sid-and-sai,0.1,2020-03-12,14.5616,Y,1000.0,PGIM India Mutual Fund,999999999.0,0.32,Moderately Low,,N,0.1,Y,10000000000000.0,1.0,GROWTH,PGIM India Arbitrage,pgim,Z,pgim-india-arbitrage-growth--PRARD1-GR,129ARD1,365,Open Ended,1310,12.7737,,,
2.49,PRARD2-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.4842,6.2323,4.5136,5.5473,1.0,INF223J014N5,To generate income by investing in arbitrage opportunities that potentially exist between the cash and derivatives market as well as within the derivatives segment of the market. Investments may also be made in debt & money market instruments.,2.88847,PGIM India Arbitrage Regular Dividend Reinvest Direct Plan,PGIMINDIAMUTUALFUND_MF,2020-03-11,12.1449,Kumaresh Ramakrishnan; Utkarsh Katkoria; Hitash Dang,Arbitrage Fund,1.0,Y,Y,Hybrid,100.0,Equity,500.0,https://www.pgimindiamf.com/forms-and-updates/sid-and-sai,0.1,2020-03-12,12.162,Y,1000.0,PGIM India Mutual Fund,999999999.0,0.32,Moderately Low,,N,0.1,Y,10000000000000.0,1.0,AS N WHEN,PGIM India Arbitrage Regular Dividend Reinvest,pgim,Y,pgim-india-arbitrage-regular-dividend-reinvest--PRARD2-DR,129ARD2,365,Open Ended,1310,12.1949,,,
2.21,8080-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.5517,6.0853,6.8518,5.6885,1.0,INF109K011C0,To generate income through investing predominantly in AA+ and above rated corporate bonds while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,1.7117,ICICI Prudential Corporate Bond Weekly Dividend Payout Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,10.2072,Rahul Goswami; Anuj Tagra; Chandni Gupta,Corporate Bond Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,1000.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,10.1702,Y,1000.0,ICICI Prudential Mutual Fund,999999999.0,0.25,Moderately Low,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND WEEKLY,ICICI Pru Corporate Bond Weekly Dividend Payout,icici,N,icici-prudential-corporate-bond-weekly-dividend-payout--8080-DP,P8080,1095,Open Ended,132430,10.2205,,,
2.21,8080-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.5517,6.0853,6.8518,5.6885,1.0,INF109K011C0,To generate income through investing predominantly in AA+ and above rated corporate bonds while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,1.7117,ICICI Prudential Corporate Bond Weekly Dividend Reinvest Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,10.2072,Rahul Goswami; Anuj Tagra; Chandni Gupta,Corporate Bond Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,1000.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,10.1702,Y,1000.0,ICICI Prudential Mutual Fund,999999999.0,0.25,Moderately Low,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND WEEKLY,ICICI Pru Corporate Bond Weekly Dividend Reinvest,icici,Y,icici-prudential-corporate-bond-weekly-dividend-reinvest--8080-DR,P8080,1095,Open Ended,132430,10.2205,,,
2.7,8140-DP,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.2296,5.9674,12.49,7.8137,1.0,INF109K011M9,To generate income through investments in a range of debt and money market instruments while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,7.99668,ICICI Prudential Long Term Bond Quarterly Dividend Payout Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,12.7733,Manish Banthia,Long Duration Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,1000.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,12.6548,Y,1000.0,ICICI Prudential Mutual Fund,999999999.0,1.19,Moderate,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND QUARTERLY,ICICI Pru Long Term Bond Quarterly Dividend Payout,icici,N,icici-prudential-long-term-bond-quarterly-dividend-payout--8140-DP,P8140,1095,Open Ended,8380,11.9784,,,
2.7,8140-DR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,6.2296,5.9674,12.49,7.8137,1.0,INF109K011M9,To generate income through investments in a range of debt and money market instruments while maintaining the optimum balance of yield; safety and liquidity. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,7.99668,ICICI Prudential Long Term Bond Quarterly Dividend Reinvest Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,12.7733,Manish Banthia,Long Duration Fund,1.0,Y,Y,Debt,0.01,Debt - Bonds,1000.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,12.6548,Y,1000.0,ICICI Prudential Mutual Fund,999999999.0,1.19,Moderate,,N,0.001,Y,10000000000000.0,0.01,DIVIDEND QUARTERLY,ICICI Pru Long Term Bond Quarterly Dividend Reinvest,icici,Y,icici-prudential-long-term-bond-quarterly-dividend-reinvest--8140-DR,P8140,1095,Open Ended,8380,11.9784,,,
1.29,8182-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,13.0238,2.3202,-18.1649,-1.0399,1.0,INF109K011N7,The primary objective of the Scheme is to seek to generate capital appreciation by actively investing in diversified mid cap stocks. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,15.4231,ICICI Prudential Midcap Growth Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,88.83,Mrinal Singh; Mittul Kalawadia,Mid Cap Fund,1.0,Y,Y,Equity,0.01,Equity,500.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,82.33,Y,1000.0,ICICI Prudential Mutual Fund,999999999.0,1.41,Moderately High,,N,0.001,Y,10000000000000.0,0.01,GROWTH,ICICI Pru Midcap,icici,Z,icici-prudential-midcap-growth--8182-GR,P8182,365,Open Ended,18320,108.87,,,
1.02,8002-GR,Y,5000.0,Y,10.0,Y,60.0,2020-03-12,8.9946,2.5425,-14.9517,-0.907,1.0,INF109K011O5,To generate long-term capital appreciation from a portfolio that is invested predominantly in equity and equity related securities of large-cap and mid-cap companies. However; there can be no assurance or guarantee that the investment objective of the Scheme would be achieved.,14.141,ICICI Prudential Large & Mid Cap Growth Direct Plan,ICICIPrudentialMutualFund_MF,2020-03-11,310.35,Sankaran Naren; Prakash Gaurav Goel,Large & Mid Cap Fund,1.0,Y,Y,Equity,0.01,Equity,500.0,https://www.icicipruamc.com/Downloads/sid-mutual-fund-new.aspx,0.001,2020-03-12,286.8,Y,1000.0,ICICI Prudential Mutual Fund,999999999.0,1.4,Moderately High,,N,0.001,Y,10000000000000.0,0.01,GROWTH,ICICI Pru Large & Mid Cap,icici,Z,icici-prudential-large-mid-cap-growth--8002-GR,P8002,365,Open Ended,31350,352.97,,,
